bank_transaction_id,bank_transaction_description,bank_transaction_amount,bank_transaction_type
24139465,Fin: CONTACTLESS ON 21 Aug WAGAMAMAS,-14.28,DEB
24139466,ON 2019-7-31 BOOKING.COM,-12.78,DEB
24139467,16Jul19 Cash at Transact TRAVELODGE,-14.18,CSH
24139468,m&s simply food ON 2019-8-12,-14.63,CSH
24139469,oink,-21.75,CSH
24139470,SUNDRY DEBIT GIRAFFE Cash at Transact ON 2019-8-3,-9.51,CSH
24139471,Sundry debit: ON 24 Jul  ALDI,-5.11,DEB
24139472,wetherspoons  11Aug19,-19.71,MPO
24139473,SUNDRY DEBIT CARD PAYMENT pret a manger,-16.08,DEB
24139474,PRET A MANGER CONTACTLESS,-21.91,DEB
24139475,8Jul19 greggs plc CARD PAYMENT,-18.15,DEB
24139476,SUNDRY DEBIT CONTACTLESS travel lodge,-7.07,DEB
24139477,pret a manger  VIA FASTER PAYMENT,-16.64,FPO
24139478,Sundry debit: strbcks CONTACTLESS 14Jul19,-11.87,DEB
24139479,CARD PAYMENT M&S SIMPLY FOOD,-26.1,DEB
24139480,Fin: BARBURRITO ON 2019-7-13,-33.65,CSH
24139481,ON 21 Jul EASYJET INFLIGHT MEALS CONTACTLESS,-18.11,DEB
24139482,CARD PAYMENT greggs plc,-15.87,DEB
24139483,ON 8 Jul ASDA,-15.74,CSH
24139484,MACDONALDS CARD PAYMENT ON 25 Jul,-4.62,DEB
24139485,SUNDRY DEBIT  Cash at Transact STARBUCKS,-4.44,CSH
24139486,SUNDRY DEBIT MACDONALDS CARD PAYMENT,-11.23,DEB
24139487,SUNDRY DEBIT  VIA FASTER PAYMENT MACDONALDS,-19.59,FPO
24139488,starbucks,-25.16,DEB
24139489,SUNDRY DEBIT Cash at Transact  TRAVEL LODGE,-0.95,CSH
24139490,ON 12 Jul NANDOS CONTACTLESS,-16.72,DEB
24139491,Fin: GREGGS PLC  8Aug19,-7.1,DEB
24139492,STARBUCKS 19Aug19 Cash at Transact,-18.07,CSH
24139493,ALDI,-18.56,FPO
24139494,WETHERSPOONS  CARD PAYMENT,-27.16,DEB
24139495,5Aug19  best western,-16.46,CSH
24139496,Fin:  booking.com,-17.84,DEB
24139497,ON 3 Jul UBER EATS,-18.92,MPO
24139498,Sundry debit:   strbcks,-11.32,CSH
24139499,Sundry debit: dominos pizza uk 13Aug19 Cash at Transact,-10.68,CSH
24139500,wetherspoons ON 2019-8-18 CONTACTLESS,-8.77,DEB
24139501,Fin:   MACDONALDS,-17.6,CSH
24139502,M&S SIMPLY FOOD Cash at Transact 6Jul19,-14.1,CSH
24139503,aldi  ON 16 Jul,-9.28,CSH
24139504,costa coffee CONTACTLESS,-21.52,DEB
24139505,BEST WESTERN,-15.95,DEB
24139506,OINK CONTACTLESS,-24.61,DEB
24139507,Sundry debit: starbucks 22Aug19 VIA MOBILE ONLINE,-2.21,MPO
24139508,Sundry debit: STARBUCKS ON 2019-8-25 CONTACTLESS,-15.21,DEB
24139509,ON 2019-7-26 YO SUSHI,-15.54,CSH
24139510,SUNDRY DEBIT  airbnb ON 2019-7-6,-14.4,CSH
24139511,ON 2019-8-2 OINK,-10.88,DEB
24139512,SUNDRY DEBIT  DELIVEROO.CO.UK,-10.86,DEB
24139513,Sundry debit: VIA FASTER PAYMENT ON 12 Aug TESCO METRO,-9.26,FPO
24139514,uber eats,-22.02,DEB
24139515,asda CONTACTLESS,-23.34,DEB
24139516,Sundry debit: wagamamas Cash at Transact ON 2019-7-13,-22.71,CSH
24139517,SUNDRY DEBIT   DOMINOS PIZZA UK,-17.96,CSH
24139518,wagamamas ON 31 Jul,-20.34,DEB
24139519,Fin: GREGGS PLC  ON 31 Jul,-20.87,DEB
24139520,ON 10 Aug STARBUCKS,-8.83,DEB
24139521,Sundry debit: greggs plc CONTACTLESS 3Aug19,-22.72,DEB
24139522,wagamamas VIA MOBILE,-10.67,MPO
24139523,Sundry debit:  costa coffee ON 19 Jul,-31.08,CSH
24139524,STARBUCKS CARD PAYMENT,-6.12,DEB
24139525,Fin: costa coffee 24Aug19 CONTACTLESS,-11.89,DEB
24139526,ON 2019-8-9 TESCO METRO,-19.51,FPO
24139527,SUNDRY DEBIT jurys inn Cash at Transact,-19.38,CSH
24139528,Fin:  5Aug19 nandos,-17.55,CSH
24139529,CONTACTLESS filling station,-14.49,DEB
24139530,ON 5 Jul travelodge CONTACTLESS,-17.71,DEB
24139531,CARD PAYMENT LEON,-11.25,DEB
24139532,ON 2019-7-25  JUST EAT,-18.31,DEB
24139533,PRET A MANGER,-4.21,CSH
24139534,Sundry debit: ON 31 Jul  wagamamas,-18.42,CSH
24139535,Fin: CONTACTLESS  starbucks,-10.92,DEB
24139536,starbucks  CARD PAYMENT,-5.41,DEB
24139537,27Jul19 BOOKING.COM,-13.52,MPO
24139538,SUNDRY DEBIT  FASTER PAYMENTS OUT kfc,-7.01,FPO
24139539,Sundry debit:  12Jul19 lidl,-16.6,CSH
24139540,,-1.69,CHG
24139541,ebay,-2.74,CHG
24139542,Sundry debit: EBAY  VIA MOBILE,-2.53,MPO
24139543,Sundry debit: PAYPAL  Bank Charges,-2.35,CHG
24139544,SUNDRY DEBIT Bank Charges  paypal,-1.74,CHG
24139545,1Jul19 NATWEST,-2.13,CHG
24139546,SUNDRY DEBIT paypal  Fee,-3.01,CHG
24139547,Sundry debit: Bank Charges  ebay,-3.63,CHG
24139548,Bank Charges,-2.7,CHG
24139549,Fin: EBAY ON 2019-7-23 Fee,-2.71,CHG
24139550,Sundry debit:  PAYPAL ON 30 Aug,-1.99,CHG
24139551,,-1.94,CHG
24139552,Sundry debit:,-2.07,CHG
24139553,ON 4 Jul ebay,-2.61,CHG
24139554,,-2.23,CHG
24139555,Bank Charges  PAYPAL,-2.47,CHG
24139556,SUNDRY DEBIT Fee ON 2019-7-7 natwest,-2.49,CHG
24139557,10Aug19,-2.37,CHG
24139558,Sundry debit: Fee NATWEST,-1.33,CHG
24139559,PAYPAL Fee,-2.19,CHG
24139560,Fee 19Jul19 AMZNMKTPLACE,-1.7,CHG
24139561,halifax,-3.22,CHG
24139562,ON 2019-8-10 transferwise,-2.36,CHG
24139563,natwest,-2.65,CHG
24139564,Bank Charges  amznmktplace,-2.53,CHG
24139565,Fee ON 2019-8-15 PAYPAL,-1.96,CHG
24139566,ON 2019-7-1,-2.0,MPO
24139567,HALIFAX  11Aug19,-1.26,CHG
24139568,Fin: halifax ON 2019-8-13 Fee,-1.83,CHG
24139569,ebay,-2.08,CHG
24139570,SUNDRY DEBIT  28Jul19,-2.04,CHG
24139571,Fee  TRANSFERWISE,-2.87,CHG
24139572,Sundry debit:  ON 2019-7-23,-1.64,CHG
24139573,Bank Charges royal bank of scotland,-2.67,CHG
24139574,SUNDRY DEBIT Fee AMZNMKTPLACE 2Jul19,-2.57,CHG
24139575,30Jul19,-2.58,CHG
24139576,,-2.05,CHG
24139577,Fin:  natwest,-2.32,FPO
24139578,TRANSFERWISE FASTER PAYMENTS OUT,-2.09,FPO
24139579,paypal Fee,-2.44,CHG
24139580,ON 1 Jul,-1.48,CHG
24139581,,-2.27,CHG
24139582,Sundry debit:,-2.82,CHG
24139583,22Jul19 amznmktplace,-1.72,CHG
24139584,ON 20 Jul Fee HALIFAX,-1.96,CHG
24139585,TRANSFERWISE 30Aug19,-3.09,CHG
24139586,EBAY ON 2019-7-25 Bank Charges,-2.12,CHG
24139587,Bank Charges TRANSFERWISE ON 27 Jul,-2.49,CHG
24139588,SUNDRY DEBIT ON 2019-8-6,-2.28,CHG
24139589,AMZNMKTPLACE  19Aug19,-2.6,CHG
24139590,SUNDRY DEBIT Bank Charges,-2.24,CHG
24139591,Fin: ON 22 Aug NATWEST Bank Charges,-2.58,CHG
24139592,EBAY,-2.12,CHG
24139593,transferwise,-2.19,CHG
24139594,ON 11 Jul halifax Fee,-3.06,CHG
24139595,transferwise Fee,-2.39,CHG
24139596,4Aug19  VIA FASTER PAYMENT,-1.3,FPO
24139597,,-2.92,CHG
24139598,SUNDRY DEBIT amznmktplace,-1.97,CHG
24139599,EBAY  13Jul19,-1.33,CHG
24139600,Bank Charges  ON 2019-7-11,-1.9,CHG
24139601,Sundry debit: AMZNMKTPLACE ON 18 Jul VIA FASTER PAYMENT,-1.56,FPO
24139602,transferwise,-2.71,CHG
24139603,ON 1 Aug Fee natwest,-1.89,CHG
24139604,ebay Fee,-2.58,CHG
24139605,16Jul19 natwest Bank Charges,-2.69,CHG
24139606,ON 2019-7-15 HALIFAX,-2.38,CHG
24139607,Sundry debit: ROYAL BANK OF SCOTLAND 11Jul19,-1.33,MPO
24139608,natwest ON 21 Jul Bank Charges,-2.0,CHG
24139609,paypal Bank Charges ON 22 Jul,-2.34,CHG
24139610,22Aug19,-2.22,CHG
24139611,SUNDRY DEBIT AMZNMKTPLACE,-3.1,FPO
24139612,ROYAL BANK OF SCOTLAND  Fee,-1.35,CHG
24139613,paypal Fee,-2.97,CHG
24139614,SUNDRY DEBIT HALIFAX ON 17 Aug,-2.2,CHG
24139615,Sundry debit: ROYAL BANK OF SCOTLAND ON 27 Aug Fee,-2.3,CHG
24139616,amznmktplace Fee,-2.27,CHG
24139617,HALIFAX,-2.21,CHG
24139618,HALIFAX  7Aug19,-2.63,CHG
24139619,Fin: NATWEST FASTER PAYMENTS OUT,-1.83,FPO
24139620,Sundry debit: PAYPAL,-1.91,FPO
24139621,18Jul19 EBAY Fee,-2.99,CHG
24139622,HALIFAX Bank Charges 7Aug19,-2.7,CHG
24139623,Bank Charges natwest,-1.9,CHG
24139624,TRANSFERWISE,-2.51,CHG
24139625,NATWEST  7Jul19,-1.68,CHG
24139626,ebay  ON 10 Aug,-2.06,CHG
24139627,Sundry debit:  Bank Charges AMZNMKTPLACE,-2.59,CHG
24139628,Sundry debit: ON 2019-8-4 Bank Charges AMZNMKTPLACE,-2.63,CHG
24139629,halifax  ON 20 Aug,-2.73,CHG
24139630,SUNDRY DEBIT ON 2019-7-2 Fee natwest,-2.19,CHG
24139631,SUNDRY DEBIT Fee,-2.02,CHG
24139632,NATWEST,-2.7,CHG
24139633,Sundry debit: Bank Charges  ON 2019-7-3,-2.31,CHG
24139634,PAYPAL  ON 11 Aug,-2.0,CHG
24139635,natwest Bank Charges,-3.25,CHG
24139636,TRANSFERWISE,-2.52,CHG
24139637,SUNDRY DEBIT  AMZNMKTPLACE,-1.75,CHG
24139638,Fin: ROYAL BANK OF SCOTLAND,-2.23,CHG
24139639,Fin: PAYPAL ON 2019-7-12 Fee,-1.33,CHG
24139640,ON 2019-7-20 HALIFAX,-2.28,CHG
24139641,Sundry debit: amznmktplace Bank Charges,-1.75,CHG
24139642,Fin: HALIFAX,-3.25,CHG
24139643,paypal Fee,-2.91,CHG
24139644,Fee  amznmktplace,-3.06,CHG
24139645,NATWEST Fee,-2.58,CHG
24139646,Fin: TRANSFERWISE ON 2019-7-2 Bank Charges,-2.04,CHG
24139647,SUNDRY DEBIT  Bank Charges HALIFAX,-2.75,CHG
24139648,ON 5 Jul Bank Charges,-2.85,CHG
24139649,19Aug19 Bank Charges,-2.33,CHG
24139650,Fin:   ON 2019-7-29,-2.39,CHG
24139651,ON 20 Jul Fee TRANSFERWISE,-2.68,CHG
24139652,ON 31 Jul,-2.82,CHG
24139653,ROYAL BANK OF SCOTLAND  Bank Charges,-1.86,CHG
24139654,Bank Charges ROYAL BANK OF SCOTLAND ON 21 Jul,-2.21,CHG
24139655,,-1.09,CHG
24139656,SUNDRY DEBIT  ON 2019-8-29 amznmktplace,-2.25,CHG
24139657,Bank Charges ON 2019-8-13 natwest,-2.54,CHG
24139658,,-1.92,FPO
24139659,5Jul19 AMZNMKTPLACE,-2.0,CHG
24139660,natwest  Bank Charges,-2.95,CHG
24139661,,-2.24,CHG
24139662,Fee,-2.27,CHG
24139663,SUNDRY DEBIT ON 2019-7-1 amznmktplace,-2.42,CHG
24139664,ON 2019-7-29 Bank Charges,-2.85,CHG
24139665,SUNDRY DEBIT   halifax,-2.44,CHG
24139666,Fin: ON 24 Aug  Bank Charges,-1.95,CHG
24139667,ebay ON 17 Aug,-1.42,CHG
24139668,ON 27 Aug,-2.16,CHG
24139669,ON 2019-8-30,-1.56,CHG
24139670,,-2.32,CHG
24139671,Sundry debit:,-3.22,CHG
24139672,HALIFAX,-2.38,CHG
24139673,Bank Charges,-1.23,CHG
24139674,PAYPAL,-2.56,CHG
24139675,halifax  VIA FASTER PAYMENT,-1.77,FPO
24139676,Sundry debit: halifax ON 18 Aug VIA FASTER PAYMENT,-1.58,FPO
24139677,Fin:  Fee,-1.75,CHG
24139678,Sundry debit: ON 2019-7-10  HALIFAX,-2.55,CHG
24139679,SUNDRY DEBIT  TRANSFERWISE,-2.28,CHG
24139680,ON 29 Jul transferwise Fee,-1.88,CHG
24139681,SUNDRY DEBIT ON 2019-8-5  Apple Pay,-2.89,MPO
24139682,Sundry debit: TRANSFERWISE  ON 2019-7-16,-3.2,CHG
24139683,SUNDRY DEBIT Bank Charges 18Jul19 HALIFAX,-3.25,CHG
24139684,transferwise  ON 11 Jul,-2.76,CHG
24139685,PAYPAL,-2.63,CHG
24139686,VIA MOBILE ONLINE BANK OF IRELAND,-2.02,MPO
24139687,ON 27 Aug  bank of ireland,-1.85,CHG
24139688,Bank Charges  ON 15 Jul,-2.24,CHG
24139689,SUNDRY DEBIT ON 17 Aug amznmktplace VIA FASTER PAYMENT,-2.04,FPO
24139690,3Jul19 ebay Fee,-2.41,CHG
24139691,Sundry debit: ON 5 Jul  natwest,-2.67,MPO
24139692,Sundry debit:   ROYAL BANK OF SCOTLAND,-2.45,CHG
24139693,PAYPAL Bank Charges,-2.54,CHG
24139694,Sundry debit: ON 21 Aug halifax,-2.97,FPO
24139695,Fin:  TRANSFERWISE 20Aug19,-1.86,CHG
24139696,NATWEST ON 21 Jul,-2.18,CHG
24139697,paypal Bank Charges ON 18 Aug,-2.39,CHG
24139698,ON 2 Aug PAYPAL,-2.21,CHG
24139699,Sundry debit: Fee ON 24 Jul,-2.39,CHG
24139700,27Aug19 NATWEST,-1.17,CHG
24139701,Sundry debit:  paypal,-2.78,CHG
24139702,Fin:   natwest,-2.45,CHG
24139703,royal bank of scotland,-2.56,CHG
24139704,SUNDRY DEBIT  ON 13 Jul VIA MOBILE ONLINE,-0.85,MPO
24139705,11Aug19,-2.36,CHG
24139706,Fin: transferwise ON 2019-7-24,-2.18,CHG
24139707,amznmktplace  Bank Charges,-2.1,CHG
24139708,SUNDRY DEBIT   Bank Charges,-2.42,CHG
24139709,,-2.23,CHG
24139710,transferwise,-1.65,CHG
24139711,Bank Charges,-2.33,CHG
24139712,SUNDRY DEBIT ON 2019-7-21  EBAY,-2.52,CHG
24139713,Fin: AMZNMKTPLACE 12Aug19 Fee,-2.28,CHG
24139714,Fin:   natwest,-1.83,MPO
24139715,halifax,-2.03,FPO
24139716,NATWEST  Fee,-0.94,CHG
24139717,Fin: Bank Charges ON 2019-8-9 transferwise,-2.28,CHG
24139718,16Jul19,-1.12,CHG
24139719,Sundry debit: royal bank of scotland  ON 30 Jul,-2.33,CHG
24139720,Fin:  Fee,-2.51,CHG
24139721,SUNDRY DEBIT  Bank Charges,-1.48,CHG
24139722,Fin:   Fee,-2.43,CHG
24139723,Bank Charges  natwest,-2.18,CHG
24139724,SUNDRY DEBIT,-2.12,CHG
24139725,PAYPAL,-2.29,CHG
24139726,Fin:,-2.45,CHG
24139727,ROYAL BANK OF SCOTLAND,-1.29,CHG
24139728,Sundry debit:   Bank Charges,-1.87,CHG
24139729,Fee  halifax,-1.17,CHG
24139730,Fin:  natwest,-2.75,CHG
24139731,SUNDRY DEBIT ON 2019-7-25 NATWEST,-2.03,CHG
24139732,Fin: 17Jul19  PAYPAL,-1.98,CHG
24139733,amznmktplace 7Aug19 Bank Charges,-2.27,CHG
24139734,Sundry debit:  TRANSFERWISE,-1.88,CHG
24139735,Fee,-1.77,CHG
24139736,18Jul19  AMZNMKTPLACE,-3.03,CHG
24139737,ON 2019-7-17,-1.6,CHG
24139738,Sundry debit: AMZNMKTPLACE,-2.38,MPO
24139739,Fin: Fee  10Aug19,-2.22,CHG
24139740,PAYPAL ON 19 Jul Bank Charges,-2.24,CHG
24139741,paypal,-2.44,CHG
24139742,,-2.14,CHG
24139743,Sundry debit:  paypal,-2.92,FPO
24139744,Fin:  ON 22 Aug halifax,-2.34,CHG
24139745,royal bank of scotland,-1.72,CHG
24139746,SUNDRY DEBIT Fee paypal 11Jul19,-1.45,CHG
24139747,NATWEST 14Aug19,-1.65,CHG
24139748,Sundry debit:,-1.81,CHG
24139749,SUNDRY DEBIT halifax 26Aug19 Fee,-3.18,CHG
24139750,bank of ireland,-1.84,CHG
24139751,Fin:  ON 1 Aug,-2.2,CHG
24139752,PAYPAL,-2.5,FPO
24139753,royal bank of scotland ON 2019-8-5,-2.35,CHG
24139754,HALIFAX,-2.53,CHG
24139755,SUNDRY DEBIT,-2.51,CHG
24139756,10Aug19  royal bank of scotland,-1.4,CHG
24139757,Bank Charges,-1.26,CHG
24139758,Fin: NATWEST 23Aug19 Fee,-2.26,CHG
24139759,Fin:  TRANSFERWISE Bank Charges,-1.52,CHG
24139760,Sundry debit:,-2.46,CHG
24139761,Fee,-3.19,CHG
24139762,Fee ON 8 Jul transferwise,-2.23,CHG
24139763,ON 2019-7-2,-1.82,CHG
24139764,23Jul19 PAYPAL,-1.67,FPO
24139765,SUNDRY DEBIT ON 7 Aug,-2.39,CHG
24139766,SUNDRY DEBIT Fee 31Jul19 paypal,-2.45,CHG
24139767,Sundry debit:,-1.53,CHG
24139768,,-2.83,CHG
24139769,SUNDRY DEBIT  transferwise ON 25 Aug,-1.75,CHG
24139770,ON 2019-8-6 ROYAL BANK OF SCOTLAND Bank Charges,-2.13,CHG
24139771,ON 22 Jul TRANSFERWISE,-1.5,CHG
24139772,paypal Bank Charges,-2.24,CHG
24139773,,-2.78,CHG
24139774,Bank Charges NATWEST 22Jul19,-2.62,CHG
24139775,ON 2019-8-13 halifax,-2.24,CHG
24139776,ON 2019-7-18 Fee,-2.11,CHG
24139777,Fin:  natwest,-3.22,FPO
24139778,ON 18 Aug Bank Charges halifax,-2.41,CHG
24139779,AMZNMKTPLACE,-2.45,CHG
24139780,SUNDRY DEBIT   HALIFAX,-2.35,CHG
24139781,ON 2 Jul paypal,-2.55,CHG
24139782,halifax,-1.65,CHG
24139783,ON 2019-8-8 ROYAL BANK OF SCOTLAND,-2.79,CHG
24139784,Sundry debit:   FASTER PAYMENTS OUT,-2.38,FPO
24139785,ON 2019-8-19 PAYPAL,-2.12,CHG
24139786,Sundry debit: Bank Charges  27Aug19,-3.0,CHG
24139787,paypal,-1.93,FPO
24139788,25Aug19,-1.48,CHG
24139789,NATWEST ON 27 Aug,-2.86,CHG
24139790,Fin: Apple Pay ON 2019-7-11,-2.4,MPO
24139791,transferwise Apple Pay ON 15 Aug,-2.15,MPO
24139792,ON 24 Aug  royal bank of scotland,-2.34,CHG
24139793,Bank Charges 28Aug19 PAYPAL,-1.57,CHG
24139794,SUNDRY DEBIT Fee royal bank of scotland,-3.31,CHG
24139795,ON 28 Aug Bank Charges,-2.58,CHG
24139796,Sundry debit:  PAYPAL,-2.63,CHG
24139797,paypal,-2.86,CHG
24139798,SUNDRY DEBIT Bank Charges HALIFAX 14Aug19,-2.56,CHG
24139799,royal bank of scotland 20Jul19 Bank Charges,-1.74,CHG
24139800,Fin: transferwise  ON 23 Jul,-2.16,CHG
24139801,Fee HALIFAX,-1.97,CHG
24139802,Sundry debit:   FASTER PAYMENTS OUT,-2.4,FPO
24139803,Sundry debit:   Bank Charges,-2.07,CHG
24139804,ON 2019-7-1 TRANSFERWISE,-1.84,CHG
24139805,Fee amznmktplace,-1.74,CHG
24139806,SUNDRY DEBIT  transferwise,-1.6,CHG
24139807,transferwise,-1.8,FPO
24139808,Bank Charges ON 2019-7-25 PAYPAL,-2.95,CHG
24139809,transferwise ON 2019-8-31,-1.8,CHG
24139810,SUNDRY DEBIT ON 18 Jul AMZNMKTPLACE Fee,-2.72,CHG
24139811,VIA FASTER PAYMENT PAYPAL,-2.02,FPO
24139812,ON 8 Jul VIA FASTER PAYMENT,-2.31,FPO
24139813,Fin: Bank Charges ON 23 Aug royal bank of scotland,-2.16,CHG
24139814,ON 12 Jul,-2.07,CHG
24139815,Fin: Fee paypal,-3.16,CHG
24139816,Fee transferwise,-2.2,CHG
24139817,AMZNMKTPLACE,-2.92,CHG
24139818,Sundry debit: paypal,-1.37,CHG
24139819,Sundry debit:,-1.49,CHG
24139820,ON 11 Jul HALIFAX,-1.89,CHG
24139821,SUNDRY DEBIT 7Aug19 Bank Charges ebay,-1.64,CHG
24139822,Fin: PAYPAL,-1.8,CHG
24139823,SUNDRY DEBIT,-1.79,CHG
24139824,SUNDRY DEBIT  Fee,-1.99,CHG
24139825,transferwise,-1.63,CHG
24139826,7Aug19 Fee EBAY,-1.65,CHG
24139827,10Aug19,-2.56,CHG
24139828,ON 2019-7-29 TRANSFERWISE,-2.23,CHG
24139829,ON 10 Jul  halifax,-2.37,CHG
24139830,paypal,-2.19,CHG
24139831,paypal  Bank Charges,-2.25,CHG
24139832,halifax  ON 2019-8-28,-2.1,CHG
24139833,Fee paypal,-1.61,CHG
24139834,Sundry debit:   TRANSFERWISE,-2.32,CHG
24139835,transferwise Bank Charges,-2.47,CHG
24139836,Bank Charges paypal ON 2019-8-27,-3.3,CHG
24139837,SUNDRY DEBIT ON 19 Aug  Fee,-3.02,CHG
24139838,natwest,-2.65,CHG
24139839,Fin: ON 8 Jul Fee natwest,-2.21,CHG
24139840,Sundry debit:   ON 2019-8-5,-2.45,CHG
24139841,paypal ON 19 Jul,-1.33,CHG
24139842,ON 26 Aug NATWEST,-1.92,FPO
24139843,Sundry debit:  royal bank of scotland,-1.43,CHG
24139844,EBAY Fee,-2.31,CHG
24139845,ON 7 Aug ebay,-2.56,CHG
24139846,Bank Charges PAYPAL,-2.49,CHG
24139847,AMZNMKTPLACE,-1.68,CHG
24139848,18Jul19 ebay,-2.24,CHG
24139849,Sundry debit:   EBAY,-2.43,CHG
24139850,Fee 31Aug19,-2.09,CHG
24139851,FASTER PAYMENTS OUT EBAY 29Aug19,-3.12,FPO
24139852,Fin: Bank Charges NATWEST ON 30 Jul,-2.7,CHG
24139853,ON 28 Jul Fee HALIFAX,-2.1,CHG
24139854,Fin:  Bank Charges ON 26 Aug,-2.79,CHG
24139855,ebay 26Jul19 Fee,-1.7,CHG
24139856,NATWEST Fee 11Aug19,-2.01,CHG
24139857,SUNDRY DEBIT 16Aug19  paypal,-2.3,CHG
24139858,Bank Charges ON 2019-8-19,-2.17,CHG
24139859,PAYPAL 7Jul19 Bank Charges,-3.23,CHG
24139860,Sundry debit:  PAYPAL,-2.66,MPO
24139861,Bank Charges,-2.16,CHG
24139862,natwest ON 28 Aug,-1.21,CHG
24139863,5Aug19 amznmktplace,-3.03,CHG
24139864,SUNDRY DEBIT ON 2019-7-19  Fee,-1.76,CHG
24139865,SUNDRY DEBIT transferwise,-3.11,CHG
24139866,Bank Charges,-2.45,CHG
24139867,Bank Charges ON 2019-8-17 AMZNMKTPLACE,-2.06,CHG
24139868,PAYPAL,-2.37,CHG
24139869,Apple Pay royal bank of scotland,-3.01,MPO
24139870,Bank Charges,-1.76,CHG
24139871,HALIFAX Bank Charges,-2.02,CHG
24139872,Fin: ON 2019-7-4  amznmktplace,-2.21,MPO
24139873,Fin:,-1.49,CHG
24139874,Fin: natwest,-2.99,CHG
24139875,Fin: VIA FASTER PAYMENT royal bank of scotland ON 6 Jul,-1.91,FPO
24139876,NATWEST Fee,-2.29,CHG
24139877,Fee paypal ON 15 Jul,-2.92,CHG
24139878,Fin: ON 16 Aug halifax Fee,-1.51,CHG
24139879,SUNDRY DEBIT ON 16 Jul  paypal,-2.4,CHG
24139880,Bank Charges amznmktplace,-2.24,CHG
24139881,Bank Charges ROYAL BANK OF SCOTLAND ON 2019-8-18,-2.75,CHG
24139882,TRANSFERWISE 15Jul19,-2.31,CHG
24139883,Sundry debit:   PAYPAL,-3.12,MPO
24139884,Bank Charges  ON 14 Aug,-2.51,CHG
24139885,ON 24 Jul  halifax,-1.92,CHG
24139886,Fin:  ON 2019-8-11 ROYAL BANK OF SCOTLAND,-2.25,CHG
24139887,transferwise,-1.57,CHG
24139888,SUNDRY DEBIT  Bank Charges ON 2019-8-15,-2.14,CHG
24139889,HALIFAX  Fee,-1.97,CHG
24139890,NATWEST VIA FASTER PAYMENT ON 2019-8-18,-1.72,FPO
24139891,SUNDRY DEBIT   21Aug19,-1.28,CHG
24139892,paypal,-2.39,CHG
24139893,halifax,-3.08,CHG
24139894,Fee AMZNMKTPLACE 5Aug19,-1.56,CHG
24139895,natwest Bank Charges 18Jul19,-2.11,CHG
24139896,,-2.57,CHG
24139897,Fee halifax 6Jul19,-2.04,CHG
24139898,paypal Fee,-2.48,CHG
24139899,SUNDRY DEBIT 9Aug19  royal bank of scotland,-2.28,CHG
24139900,Fee  HALIFAX,-2.27,CHG
24139901,Bank Charges,-2.25,CHG
24139902,HALIFAX,-2.03,CHG
24139903,ON 2019-7-9,-1.67,CHG
24139904,Fin: Fee PAYPAL,-2.37,CHG
24139905,SUNDRY DEBIT   PAYPAL,-2.55,CHG
24139906,13Jul19 natwest,-1.98,CHG
24139907,Sundry debit:,-1.35,CHG
24139908,,-2.61,CHG
24139909,EBAY  ON 2019-7-13,-2.59,CHG
24139910,PAYPAL Fee ON 30 Aug,-1.34,CHG
24139911,,-1.81,CHG
24139912,4Jul19 paypal Bank Charges,-2.22,CHG
24139913,ROYAL BANK OF SCOTLAND Fee,-2.88,CHG
24139914,EBAY  ON 16 Jul,-2.72,CHG
24139915,ON 2019-7-18,-1.81,FPO
24139916,,-1.93,CHG
24139917,Sundry debit: 16Jul19  TRANSFERWISE,-1.52,CHG
24139918,natwest ON 2019-8-20,-1.41,CHG
24139919,Fin:,-1.99,CHG
24139920,Sundry debit: Fee  paypal,-2.85,CHG
24139921,3Aug19,-1.98,CHG
24139922,paypal,-1.65,CHG
24139923,ON 2019-7-20,-2.28,CHG
24139924,Sundry debit:  amznmktplace,-1.43,CHG
24139925,SUNDRY DEBIT FASTER PAYMENTS OUT,-2.75,FPO
24139926,ON 2019-7-9  PAYPAL,-2.25,CHG
24139927,Fin: ON 7 Aug Bank Charges NATWEST,-1.72,CHG
24139928,,-1.18,CHG
24139929,Fin:  HALIFAX,-1.95,CHG
24139930,AMZNMKTPLACE,-1.37,MPO
24139931,Fin: ON 24 Jul,-2.02,CHG
24139932,ON 14 Aug paypal,-2.16,CHG
24139933,ON 2019-8-24 transferwise Fee,-2.44,CHG
24139934,Fee ON 6 Aug royal bank of scotland,-2.45,CHG
24139935,transferwise 20Aug19,-2.2,CHG
24139936,ON 2019-7-30 Fee,-2.18,CHG
24139937,31Jul19  Bank Charges,-2.97,CHG
24139938,Fin: 5Aug19 transferwise,-2.02,CHG
24139939,Bank Charges transferwise,-2.06,CHG
24139940,SUNDRY DEBIT Bank Charges paypal,-2.65,CHG
24139941,Bank Charges NATWEST,-2.02,CHG
24139942,HALIFAX,-1.41,CHG
24139943,SUNDRY DEBIT  Fee ON 31 Aug,-2.55,CHG
24139944,Fin: Fee  NATWEST,-1.48,CHG
24139945,ON 27 Jul Fee,-1.82,CHG
24139946,SUNDRY DEBIT Fee EBAY 13Aug19,-3.05,CHG
24139947,Bank Charges,-1.38,CHG
24139948,Fee  20Jul19,-1.71,CHG
24139949,Sundry debit:  Fee halifax,-2.74,CHG
24139950,NATWEST,-1.64,CHG
24139951,Fin: AMZNMKTPLACE Fee,-1.59,CHG
24139952,Sundry debit: Fee halifax 7Jul19,-3.05,CHG
